Level,DepthID,N_BACKTRACK,SubjID
2,1.0,0,271128a1bc0c48f5b44eb428989c7d17
2,3.0,0,271128a1bc0c48f5b44eb428989c7d17
2,1.0,1,271128a1bc0c48f5b44eb428989c7d17
2,1.0,0,271128a1bc0c48f5b44eb428989c7d17
2,1.0,0,271128a1bc0c48f5b44eb428989c7d17
2,2.0,1,271128a1bc0c48f5b44eb428989c7d17
2,2.0,0,271128a1bc0c48f5b44eb428989c7d17
2,3.0,1,271128a1bc0c48f5b44eb428989c7d17
2,2.0,0,271128a1bc0c48f5b44eb428989c7d17
2,3.0,1,271128a1bc0c48f5b44eb428989c7d17
2,1.0,1,271128a1bc0c48f5b44eb428989c7d17
2,1.0,0,271128a1bc0c48f5b44eb428989c7d17
2,3.0,2,271128a1bc0c48f5b44eb428989c7d17
2,2.0,2,271128a1bc0c48f5b44eb428989c7d17
2,3.0,0,271128a1bc0c48f5b44eb428989c7d17
2,3.0,0,271128a1bc0c48f5b44eb428989c7d17
2,1.0,0,271128a1bc0c48f5b44eb428989c7d17
2,3.0,1,271128a1bc0c48f5b44eb428989c7d17
2,2.0,0,271128a1bc0c48f5b44eb428989c7d17
2,2.0,1,271128a1bc0c48f5b44eb428989c7d17
2,1.0,0,271128a1bc0c48f5b44eb428989c7d17
2,3.0,1,271128a1bc0c48f5b44eb428989c7d17
2,1.0,0,271128a1bc0c48f5b44eb428989c7d17
2,1.0,0,271128a1bc0c48f5b44eb428989c7d17
3,3.0,4,271128a1bc0c48f5b44eb428989c7d17
3,3.0,1,271128a1bc0c48f5b44eb428989c7d17
3,2.0,0,271128a1bc0c48f5b44eb428989c7d17
3,3.0,0,271128a1bc0c48f5b44eb428989c7d17
3,3.0,0,271128a1bc0c48f5b44eb428989c7d17
3,2.0,3,271128a1bc0c48f5b44eb428989c7d17
3,3.0,1,271128a1bc0c48f5b44eb428989c7d17
3,2.0,2,271128a1bc0c48f5b44eb428989c7d17
3,3.0,0,271128a1bc0c48f5b44eb428989c7d17
3,3.0,2,271128a1bc0c48f5b44eb428989c7d17
3,1.0,0,271128a1bc0c48f5b44eb428989c7d17
3,2.0,2,271128a1bc0c48f5b44eb428989c7d17
3,1.0,3,271128a1bc0c48f5b44eb428989c7d17
3,1.0,0,271128a1bc0c48f5b44eb428989c7d17
3,1.0,0,271128a1bc0c48f5b44eb428989c7d17
3,2.0,0,271128a1bc0c48f5b44eb428989c7d17
3,3.0,1,271128a1bc0c48f5b44eb428989c7d17
3,1.0,0,271128a1bc0c48f5b44eb428989c7d17
3,3.0,1,271128a1bc0c48f5b44eb428989c7d17
3,2.0,3,271128a1bc0c48f5b44eb428989c7d17
3,1.0,3,271128a1bc0c48f5b44eb428989c7d17
3,1.0,0,271128a1bc0c48f5b44eb428989c7d17
3,1.0,1,271128a1bc0c48f5b44eb428989c7d17
3,2.0,17,271128a1bc0c48f5b44eb428989c7d17
3,3.0,3,271128a1bc0c48f5b44eb428989c7d17
3,1.0,0,271128a1bc0c48f5b44eb428989c7d17
3,2.0,1,271128a1bc0c48f5b44eb428989c7d17
3,3.0,3,271128a1bc0c48f5b44eb428989c7d17
3,3.0,1,271128a1bc0c48f5b44eb428989c7d17
3,2.0,0,271128a1bc0c48f5b44eb428989c7d17
1,1.0,1,3c7b1fce66c1f8602ada814962e7a843
1,3.0,0,3c7b1fce66c1f8602ada814962e7a843
1,1.0,0,3c7b1fce66c1f8602ada814962e7a843
1,2.0,1,3c7b1fce66c1f8602ada814962e7a843
1,2.0,0,3c7b1fce66c1f8602ada814962e7a843
1,1.0,0,3c7b1fce66c1f8602ada814962e7a843
1,2.0,1,3c7b1fce66c1f8602ada814962e7a843
1,3.0,0,3c7b1fce66c1f8602ada814962e7a843
1,1.0,0,3c7b1fce66c1f8602ada814962e7a843
1,1.0,1,3c7b1fce66c1f8602ada814962e7a843
1,2.0,0,3c7b1fce66c1f8602ada814962e7a843
1,1.0,0,3c7b1fce66c1f8602ada814962e7a843
1,1.0,0,3c7b1fce66c1f8602ada814962e7a843
1,3.0,0,3c7b1fce66c1f8602ada814962e7a843
1,2.0,3,3c7b1fce66c1f8602ada814962e7a843
1,1.0,1,3c7b1fce66c1f8602ada814962e7a843
1,3.0,0,3c7b1fce66c1f8602ada814962e7a843
1,2.0,0,3c7b1fce66c1f8602ada814962e7a843
1,2.0,0,3c7b1fce66c1f8602ada814962e7a843
1,3.0,2,3c7b1fce66c1f8602ada814962e7a843
1,3.0,0,3c7b1fce66c1f8602ada814962e7a843
1,1.0,0,3c7b1fce66c1f8602ada814962e7a843
1,3.0,2,3c7b1fce66c1f8602ada814962e7a843
1,2.0,0,3c7b1fce66c1f8602ada814962e7a843
1,2.0,0,3c7b1fce66c1f8602ada814962e7a843
1,1.0,2,3c7b1fce66c1f8602ada814962e7a843
1,2.0,0,3c7b1fce66c1f8602ada814962e7a843
1,3.0,0,3c7b1fce66c1f8602ada814962e7a843
1,3.0,4,3c7b1fce66c1f8602ada814962e7a843
1,3.0,0,3c7b1fce66c1f8602ada814962e7a843
2,2.0,2,3c7b1fce66c1f8602ada814962e7a843
2,2.0,0,3c7b1fce66c1f8602ada814962e7a843
2,3.0,0,3c7b1fce66c1f8602ada814962e7a843
2,2.0,0,3c7b1fce66c1f8602ada814962e7a843
2,1.0,3,3c7b1fce66c1f8602ada814962e7a843
2,3.0,0,3c7b1fce66c1f8602ada814962e7a843
2,3.0,1,3c7b1fce66c1f8602ada814962e7a843
2,1.0,0,3c7b1fce66c1f8602ada814962e7a843
2,3.0,0,3c7b1fce66c1f8602ada814962e7a843
2,1.0,0,3c7b1fce66c1f8602ada814962e7a843
2,2.0,0,3c7b1fce66c1f8602ada814962e7a843
2,2.0,0,3c7b1fce66c1f8602ada814962e7a843
2,1.0,0,3c7b1fce66c1f8602ada814962e7a843
2,1.0,1,3c7b1fce66c1f8602ada814962e7a843
2,1.0,0,3c7b1fce66c1f8602ada814962e7a843
2,1.0,1,3c7b1fce66c1f8602ada814962e7a843
2,1.0,0,3c7b1fce66c1f8602ada814962e7a843
2,3.0,0,3c7b1fce66c1f8602ada814962e7a843
2,1.0,0,3c7b1fce66c1f8602ada814962e7a843
2,3.0,12,3c7b1fce66c1f8602ada814962e7a843
2,2.0,0,3c7b1fce66c1f8602ada814962e7a843
2,3.0,5,3c7b1fce66c1f8602ada814962e7a843
2,1.0,2,3c7b1fce66c1f8602ada814962e7a843
2,3.0,0,3c7b1fce66c1f8602ada814962e7a843
2,2.0,0,3c7b1fce66c1f8602ada814962e7a843
2,1.0,0,3c7b1fce66c1f8602ada814962e7a843
2,1.0,0,3c7b1fce66c1f8602ada814962e7a843
2,3.0,4,3c7b1fce66c1f8602ada814962e7a843
2,1.0,1,3c7b1fce66c1f8602ada814962e7a843
3,1.0,0,3c7b1fce66c1f8602ada814962e7a843
3,3.0,3,3c7b1fce66c1f8602ada814962e7a843
3,3.0,3,3c7b1fce66c1f8602ada814962e7a843
3,3.0,1,3c7b1fce66c1f8602ada814962e7a843
3,3.0,1,3c7b1fce66c1f8602ada814962e7a843
3,3.0,5,3c7b1fce66c1f8602ada814962e7a843
3,1.0,0,3c7b1fce66c1f8602ada814962e7a843
3,1.0,7,3c7b1fce66c1f8602ada814962e7a843
3,3.0,2,3c7b1fce66c1f8602ada814962e7a843
3,2.0,0,3c7b1fce66c1f8602ada814962e7a843
3,2.0,1,3c7b1fce66c1f8602ada814962e7a843
3,1.0,1,3c7b1fce66c1f8602ada814962e7a843
3,3.0,4,3c7b1fce66c1f8602ada814962e7a843
3,2.0,0,3c7b1fce66c1f8602ada814962e7a843
3,1.0,3,3c7b1fce66c1f8602ada814962e7a843
3,3.0,2,3c7b1fce66c1f8602ada814962e7a843
3,3.0,5,3c7b1fce66c1f8602ada814962e7a843
3,2.0,0,3c7b1fce66c1f8602ada814962e7a843
3,3.0,0,3c7b1fce66c1f8602ada814962e7a843
3,3.0,1,3c7b1fce66c1f8602ada814962e7a843
3,1.0,2,3c7b1fce66c1f8602ada814962e7a843
3,1.0,0,3c7b1fce66c1f8602ada814962e7a843
3,2.0,5,3c7b1fce66c1f8602ada814962e7a843
3,2.0,0,3c7b1fce66c1f8602ada814962e7a843
3,2.0,0,3c7b1fce66c1f8602ada814962e7a843
3,2.0,0,3c7b1fce66c1f8602ada814962e7a843
3,1.0,0,3c7b1fce66c1f8602ada814962e7a843
3,3.0,6,3c7b1fce66c1f8602ada814962e7a843
3,1.0,8,3c7b1fce66c1f8602ada814962e7a843
1,2.0,2,20daf15f4220ea0d3cb7963075bad3ba
1,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,1,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,1,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,2.0,1,20daf15f4220ea0d3cb7963075bad3ba
1,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,1,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,1,20daf15f4220ea0d3cb7963075bad3ba
1,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,2,20daf15f4220ea0d3cb7963075bad3ba
1,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,0,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,0,20daf15f4220ea0d3cb7963075bad3ba
2,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,1,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,3,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
2,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,4,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,3,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,3,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,1,20daf15f4220ea0d3cb7963075bad3ba
2,2.0,1,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,1,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,0,20daf15f4220ea0d3cb7963075bad3ba
2,2.0,2,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,1,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
2,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,5,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,1,20daf15f4220ea0d3cb7963075bad3ba
2,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,5,20daf15f4220ea0d3cb7963075bad3ba
2,2.0,2,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,1,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,1,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,1,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,0,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,1,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,2,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,0,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,0,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,4,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,0,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,3,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,1,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,3,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,3,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,1,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,1,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,3,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,0,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,0,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,1,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,0,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,2,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,0,5019179116ddf2859f3c057eb88a2a0e
1,2.0,1,5019179116ddf2859f3c057eb88a2a0e
1,2.0,0,5019179116ddf2859f3c057eb88a2a0e
1,1.0,0,5019179116ddf2859f3c057eb88a2a0e
1,1.0,1,5019179116ddf2859f3c057eb88a2a0e
1,2.0,1,5019179116ddf2859f3c057eb88a2a0e
1,2.0,2,5019179116ddf2859f3c057eb88a2a0e
1,3.0,1,5019179116ddf2859f3c057eb88a2a0e
1,1.0,2,5019179116ddf2859f3c057eb88a2a0e
1,1.0,0,5019179116ddf2859f3c057eb88a2a0e
1,2.0,2,5019179116ddf2859f3c057eb88a2a0e
1,2.0,1,5019179116ddf2859f3c057eb88a2a0e
1,2.0,0,5019179116ddf2859f3c057eb88a2a0e
1,1.0,3,5019179116ddf2859f3c057eb88a2a0e
1,1.0,2,5019179116ddf2859f3c057eb88a2a0e
1,3.0,0,5019179116ddf2859f3c057eb88a2a0e
1,2.0,0,5019179116ddf2859f3c057eb88a2a0e
1,3.0,2,5019179116ddf2859f3c057eb88a2a0e
1,1.0,4,5019179116ddf2859f3c057eb88a2a0e
1,3.0,0,5019179116ddf2859f3c057eb88a2a0e
1,2.0,0,5019179116ddf2859f3c057eb88a2a0e
1,3.0,11,5019179116ddf2859f3c057eb88a2a0e
1,1.0,0,5019179116ddf2859f3c057eb88a2a0e
1,3.0,4,5019179116ddf2859f3c057eb88a2a0e
1,1.0,4,5019179116ddf2859f3c057eb88a2a0e
1,3.0,0,5019179116ddf2859f3c057eb88a2a0e
1,3.0,2,5019179116ddf2859f3c057eb88a2a0e
1,1.0,0,5019179116ddf2859f3c057eb88a2a0e
1,2.0,0,5019179116ddf2859f3c057eb88a2a0e
1,3.0,0,5019179116ddf2859f3c057eb88a2a0e
2,3.0,0,5019179116ddf2859f3c057eb88a2a0e
2,1.0,0,5019179116ddf2859f3c057eb88a2a0e
2,3.0,1,5019179116ddf2859f3c057eb88a2a0e
2,1.0,0,5019179116ddf2859f3c057eb88a2a0e
2,1.0,0,5019179116ddf2859f3c057eb88a2a0e
2,1.0,3,5019179116ddf2859f3c057eb88a2a0e
2,3.0,1,5019179116ddf2859f3c057eb88a2a0e
2,2.0,0,5019179116ddf2859f3c057eb88a2a0e
2,1.0,0,5019179116ddf2859f3c057eb88a2a0e
2,1.0,0,5019179116ddf2859f3c057eb88a2a0e
2,1.0,3,5019179116ddf2859f3c057eb88a2a0e
2,1.0,0,5019179116ddf2859f3c057eb88a2a0e
2,1.0,5,5019179116ddf2859f3c057eb88a2a0e
2,1.0,0,5019179116ddf2859f3c057eb88a2a0e
2,2.0,9,5019179116ddf2859f3c057eb88a2a0e
2,2.0,12,5019179116ddf2859f3c057eb88a2a0e
2,1.0,1,5019179116ddf2859f3c057eb88a2a0e
2,3.0,6,5019179116ddf2859f3c057eb88a2a0e
2,3.0,0,5019179116ddf2859f3c057eb88a2a0e
2,2.0,1,5019179116ddf2859f3c057eb88a2a0e
2,3.0,2,5019179116ddf2859f3c057eb88a2a0e
2,2.0,1,5019179116ddf2859f3c057eb88a2a0e
2,1.0,7,5019179116ddf2859f3c057eb88a2a0e
2,2.0,0,5019179116ddf2859f3c057eb88a2a0e
2,1.0,0,5019179116ddf2859f3c057eb88a2a0e
2,3.0,6,5019179116ddf2859f3c057eb88a2a0e
2,3.0,5,5019179116ddf2859f3c057eb88a2a0e
2,3.0,11,5019179116ddf2859f3c057eb88a2a0e
2,2.0,0,5019179116ddf2859f3c057eb88a2a0e
2,3.0,1,5019179116ddf2859f3c057eb88a2a0e
3,1.0,2,5019179116ddf2859f3c057eb88a2a0e
3,1.0,2,5019179116ddf2859f3c057eb88a2a0e
3,1.0,1,5019179116ddf2859f3c057eb88a2a0e
3,3.0,0,5019179116ddf2859f3c057eb88a2a0e
3,3.0,2,5019179116ddf2859f3c057eb88a2a0e
3,3.0,11,5019179116ddf2859f3c057eb88a2a0e
3,1.0,2,5019179116ddf2859f3c057eb88a2a0e
3,3.0,1,5019179116ddf2859f3c057eb88a2a0e
3,3.0,3,5019179116ddf2859f3c057eb88a2a0e
3,2.0,1,5019179116ddf2859f3c057eb88a2a0e
3,2.0,9,5019179116ddf2859f3c057eb88a2a0e
3,1.0,3,5019179116ddf2859f3c057eb88a2a0e
3,3.0,12,5019179116ddf2859f3c057eb88a2a0e
3,2.0,4,5019179116ddf2859f3c057eb88a2a0e
3,3.0,7,5019179116ddf2859f3c057eb88a2a0e
3,3.0,1,5019179116ddf2859f3c057eb88a2a0e
3,1.0,6,5019179116ddf2859f3c057eb88a2a0e
3,1.0,9,5019179116ddf2859f3c057eb88a2a0e
3,1.0,2,5019179116ddf2859f3c057eb88a2a0e
3,3.0,4,5019179116ddf2859f3c057eb88a2a0e
3,1.0,0,5019179116ddf2859f3c057eb88a2a0e
3,3.0,10,5019179116ddf2859f3c057eb88a2a0e
3,2.0,4,5019179116ddf2859f3c057eb88a2a0e
3,2.0,4,5019179116ddf2859f3c057eb88a2a0e
3,3.0,4,5019179116ddf2859f3c057eb88a2a0e
3,2.0,8,5019179116ddf2859f3c057eb88a2a0e
3,2.0,4,5019179116ddf2859f3c057eb88a2a0e
3,3.0,1,5019179116ddf2859f3c057eb88a2a0e
3,2.0,0,5019179116ddf2859f3c057eb88a2a0e
1,1.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,3,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,4,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,2,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
2,2.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,3.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
2,2.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,2.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,3,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,2.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,2.0,4,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
2,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,3.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,2.0,3,ce848a2d7c1c5801ab151f4f6ad18bf5
2,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
2,3.0,2,ce848a2d7c1c5801ab151f4f6ad18bf5
3,2.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
3,3.0,6,ce848a2d7c1c5801ab151f4f6ad18bf5
3,2.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
3,2.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
3,2.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
3,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
3,3.0,2,ce848a2d7c1c5801ab151f4f6ad18bf5
3,3.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
3,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
3,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
3,3.0,6,ce848a2d7c1c5801ab151f4f6ad18bf5
3,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
3,2.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
3,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
3,3.0,2,ce848a2d7c1c5801ab151f4f6ad18bf5
3,2.0,2,ce848a2d7c1c5801ab151f4f6ad18bf5
3,2.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
3,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
3,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
3,3.0,3,ce848a2d7c1c5801ab151f4f6ad18bf5
3,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
3,1.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
3,3.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
3,1.0,2,ce848a2d7c1c5801ab151f4f6ad18bf5
3,2.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
3,1.0,2,ce848a2d7c1c5801ab151f4f6ad18bf5
3,1.0,0,ce848a2d7c1c5801ab151f4f6ad18bf5
3,1.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
3,2.0,1,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,0,073d66fcc186d6eacc833a1a1d43ce18
1,1.0,0,073d66fcc186d6eacc833a1a1d43ce18
1,1.0,0,073d66fcc186d6eacc833a1a1d43ce18
1,3.0,2,073d66fcc186d6eacc833a1a1d43ce18
1,2.0,1,073d66fcc186d6eacc833a1a1d43ce18
1,2.0,1,073d66fcc186d6eacc833a1a1d43ce18
1,1.0,0,073d66fcc186d6eacc833a1a1d43ce18
1,1.0,1,073d66fcc186d6eacc833a1a1d43ce18
