Level,DepthID,SUCCESSFUL,SubjID
3,3.0,1,271128a1bc0c48f5b44eb428989c7d17
3,3.0,1,271128a1bc0c48f5b44eb428989c7d17
3,2.0,1,271128a1bc0c48f5b44eb428989c7d17
3,3.0,1,271128a1bc0c48f5b44eb428989c7d17
3,2.0,1,271128a1bc0c48f5b44eb428989c7d17
3,3.0,1,271128a1bc0c48f5b44eb428989c7d17
3,3.0,1,271128a1bc0c48f5b44eb428989c7d17
3,1.0,1,271128a1bc0c48f5b44eb428989c7d17
3,2.0,1,271128a1bc0c48f5b44eb428989c7d17
3,1.0,1,271128a1bc0c48f5b44eb428989c7d17
3,1.0,1,271128a1bc0c48f5b44eb428989c7d17
3,1.0,1,271128a1bc0c48f5b44eb428989c7d17
3,2.0,1,271128a1bc0c48f5b44eb428989c7d17
3,3.0,1,271128a1bc0c48f5b44eb428989c7d17
3,1.0,1,271128a1bc0c48f5b44eb428989c7d17
3,3.0,1,271128a1bc0c48f5b44eb428989c7d17
3,2.0,1,271128a1bc0c48f5b44eb428989c7d17
3,1.0,1,271128a1bc0c48f5b44eb428989c7d17
3,1.0,1,271128a1bc0c48f5b44eb428989c7d17
3,1.0,1,271128a1bc0c48f5b44eb428989c7d17
3,2.0,1,271128a1bc0c48f5b44eb428989c7d17
3,3.0,1,271128a1bc0c48f5b44eb428989c7d17
3,1.0,1,271128a1bc0c48f5b44eb428989c7d17
3,2.0,1,271128a1bc0c48f5b44eb428989c7d17
3,3.0,1,271128a1bc0c48f5b44eb428989c7d17
3,3.0,1,271128a1bc0c48f5b44eb428989c7d17
3,2.0,1,271128a1bc0c48f5b44eb428989c7d17
1,1.0,1,3c7b1fce66c1f8602ada814962e7a843
1,3.0,1,3c7b1fce66c1f8602ada814962e7a843
