Level,DepthID,TOTAL_TIME,SubjID
2,3.0,9.327015,3c7b1fce66c1f8602ada814962e7a843
2,3.0,5.91266632,3c7b1fce66c1f8602ada814962e7a843
2,1.0,10.5095444,3c7b1fce66c1f8602ada814962e7a843
2,3.0,7.4449770000000015,3c7b1fce66c1f8602ada814962e7a843
2,1.0,6.8786580000000015,3c7b1fce66c1f8602ada814962e7a843
2,2.0,8.1777935,3c7b1fce66c1f8602ada814962e7a843
2,2.0,7.045249,3c7b1fce66c1f8602ada814962e7a843
2,1.0,9.177131,3c7b1fce66c1f8602ada814962e7a843
2,1.0,6.11251831,3c7b1fce66c1f8602ada814962e7a843
2,1.0,7.37834358,3c7b1fce66c1f8602ada814962e7a843
2,1.0,10.5261908,3c7b1fce66c1f8602ada814962e7a843
2,1.0,15.8725967,3c7b1fce66c1f8602ada814962e7a843
2,3.0,11.7420588,3c7b1fce66c1f8602ada814962e7a843
2,1.0,9.692711,3c7b1fce66c1f8602ada814962e7a843
2,3.0,61.3916054,3c7b1fce66c1f8602ada814962e7a843
2,2.0,7.97836351,3c7b1fce66c1f8602ada814962e7a843
2,3.0,52.6141548,3c7b1fce66c1f8602ada814962e7a843
2,1.0,30.3794575,3c7b1fce66c1f8602ada814962e7a843
2,3.0,5.92967129,3c7b1fce66c1f8602ada814962e7a843
2,2.0,6.07846,3c7b1fce66c1f8602ada814962e7a843
2,1.0,9.427253,3c7b1fce66c1f8602ada814962e7a843
2,1.0,10.908651400000002,3c7b1fce66c1f8602ada814962e7a843
2,3.0,37.158142100000006,3c7b1fce66c1f8602ada814962e7a843
2,1.0,13.574137699999998,3c7b1fce66c1f8602ada814962e7a843
3,1.0,8.627558,3c7b1fce66c1f8602ada814962e7a843
3,3.0,28.164259,3c7b1fce66c1f8602ada814962e7a843
3,3.0,19.5367889,3c7b1fce66c1f8602ada814962e7a843
3,3.0,15.389575,3c7b1fce66c1f8602ada814962e7a843
3,3.0,18.0544453,3c7b1fce66c1f8602ada814962e7a843
3,3.0,35.29278,3c7b1fce66c1f8602ada814962e7a843
3,1.0,8.510906,3c7b1fce66c1f8602ada814962e7a843
3,1.0,50.13266,3c7b1fce66c1f8602ada814962e7a843
3,3.0,20.0197544,3c7b1fce66c1f8602ada814962e7a843
3,2.0,12.7080736,3c7b1fce66c1f8602ada814962e7a843
3,2.0,18.1706924,3c7b1fce66c1f8602ada814962e7a843
3,1.0,13.7241945,3c7b1fce66c1f8602ada814962e7a843
3,3.0,27.8478737,3c7b1fce66c1f8602ada814962e7a843
3,2.0,7.74473667,3c7b1fce66c1f8602ada814962e7a843
3,1.0,28.31401,3c7b1fce66c1f8602ada814962e7a843
3,3.0,30.26293,3c7b1fce66c1f8602ada814962e7a843
3,3.0,23.43437,3c7b1fce66c1f8602ada814962e7a843
3,2.0,8.16140652,3c7b1fce66c1f8602ada814962e7a843
3,3.0,8.726907,3c7b1fce66c1f8602ada814962e7a843
3,3.0,13.841069199999998,3c7b1fce66c1f8602ada814962e7a843
3,1.0,7.89493132,3c7b1fce66c1f8602ada814962e7a843
3,1.0,4.71315861,3c7b1fce66c1f8602ada814962e7a843
3,2.0,42.30434,3c7b1fce66c1f8602ada814962e7a843
3,2.0,12.8913279,3c7b1fce66c1f8602ada814962e7a843
3,2.0,9.043662,3c7b1fce66c1f8602ada814962e7a843
3,2.0,10.076457,3c7b1fce66c1f8602ada814962e7a843
3,1.0,9.759982,3c7b1fce66c1f8602ada814962e7a843
3,3.0,46.9514465,3c7b1fce66c1f8602ada814962e7a843
3,1.0,49.5330734,3c7b1fce66c1f8602ada814962e7a843
1,2.0,20.77348,20daf15f4220ea0d3cb7963075bad3ba
1,2.0,9.352057,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,11.6246252,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,7.6175169999999985,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,7.43259954,20daf15f4220ea0d3cb7963075bad3ba
1,2.0,10.3555059,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,10.9221134,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,11.2078371,20daf15f4220ea0d3cb7963075bad3ba
1,2.0,8.134778,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,4.175798,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,17.746482800000006,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,13.5316973,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,11.190236099999998,20daf15f4220ea0d3cb7963075bad3ba
1,2.0,9.673218,20daf15f4220ea0d3cb7963075bad3ba
1,2.0,6.867389,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,8.435385,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,9.15385151,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,5.947271,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,7.133713,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,9.103293,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,11.8583679,20daf15f4220ea0d3cb7963075bad3ba
1,2.0,6.999700999999999,20daf15f4220ea0d3cb7963075bad3ba
1,2.0,7.932961,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,11.220109,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,7.73155737,20daf15f4220ea0d3cb7963075bad3ba
1,1.0,8.833296,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,11.486865,20daf15f4220ea0d3cb7963075bad3ba
1,2.0,7.982342,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,6.528283999999998,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,15.9327984,20daf15f4220ea0d3cb7963075bad3ba
2,2.0,9.232703,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,10.301486,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,13.7094193,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,64.9370956,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,15.1355457,20daf15f4220ea0d3cb7963075bad3ba
2,2.0,9.670642,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,24.6205711,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,10.3690739,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,54.04166,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,49.0931435,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,9.520837,20daf15f4220ea0d3cb7963075bad3ba
2,2.0,25.2563171,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,22.2819939,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,8.378779,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,8.46505,20daf15f4220ea0d3cb7963075bad3ba
2,2.0,17.7849045,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,26.4540577,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,8.083836999999999,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,13.040580699999998,20daf15f4220ea0d3cb7963075bad3ba
2,2.0,4.84238625,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,14.411979999999998,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,61.95556,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,10.7905712,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,34.3864059,20daf15f4220ea0d3cb7963075bad3ba
2,2.0,18.14823,20daf15f4220ea0d3cb7963075bad3ba
2,1.0,49.6918144,20daf15f4220ea0d3cb7963075bad3ba
2,2.0,13.623366399999998,20daf15f4220ea0d3cb7963075bad3ba
2,3.0,14.7229815,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,21.2931461,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,15.1914978,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,10.9176273,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,19.5942287,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,19.5084171,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,44.0281563,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,25.9568024,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,14.601232500000002,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,11.6299257,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,7.6704690000000015,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,26.914262800000003,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,19.1888065,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,24.1567669,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,17.805809,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,15.3977795,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,17.08713,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,62.7237549,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,28.940422100000006,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,17.0473557,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,13.6104565,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,19.33982,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,16.633226399999998,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,42.3439751,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,11.493516,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,50.7156219,20daf15f4220ea0d3cb7963075bad3ba
3,2.0,10.9561234,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,10.4391861,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,13.4336624,20daf15f4220ea0d3cb7963075bad3ba
3,3.0,14.436039,20daf15f4220ea0d3cb7963075bad3ba
3,1.0,15.5505753,20daf15f4220ea0d3cb7963075bad3ba
1,3.0,6.4322620000000015,5019179116ddf2859f3c057eb88a2a0e
1,2.0,8.798808,5019179116ddf2859f3c057eb88a2a0e
1,2.0,5.368551999999998,5019179116ddf2859f3c057eb88a2a0e
1,1.0,3.8939178,5019179116ddf2859f3c057eb88a2a0e
1,1.0,14.01805,5019179116ddf2859f3c057eb88a2a0e
1,2.0,8.368107,5019179116ddf2859f3c057eb88a2a0e
1,2.0,10.6212263,5019179116ddf2859f3c057eb88a2a0e
1,3.0,21.3594322,5019179116ddf2859f3c057eb88a2a0e
1,1.0,20.6460285,5019179116ddf2859f3c057eb88a2a0e
1,1.0,4.275094,5019179116ddf2859f3c057eb88a2a0e
1,2.0,14.598213199999998,5019179116ddf2859f3c057eb88a2a0e
1,2.0,8.185799000000001,5019179116ddf2859f3c057eb88a2a0e
1,2.0,7.8372899999999985,5019179116ddf2859f3c057eb88a2a0e
1,1.0,13.0241594,5019179116ddf2859f3c057eb88a2a0e
1,1.0,8.633051,5019179116ddf2859f3c057eb88a2a0e
1,3.0,3.19776845,5019179116ddf2859f3c057eb88a2a0e
1,2.0,3.57914782,5019179116ddf2859f3c057eb88a2a0e
1,3.0,15.7249184,5019179116ddf2859f3c057eb88a2a0e
1,1.0,12.3611927,5019179116ddf2859f3c057eb88a2a0e
1,3.0,4.63956833,5019179116ddf2859f3c057eb88a2a0e
1,2.0,5.60065269,5019179116ddf2859f3c057eb88a2a0e
1,3.0,61.70736,5019179116ddf2859f3c057eb88a2a0e
1,1.0,7.6388440000000015,5019179116ddf2859f3c057eb88a2a0e
1,3.0,18.4424343,5019179116ddf2859f3c057eb88a2a0e
1,1.0,12.4276218,5019179116ddf2859f3c057eb88a2a0e
1,3.0,6.379142,5019179116ddf2859f3c057eb88a2a0e
1,3.0,8.218711,5019179116ddf2859f3c057eb88a2a0e
1,1.0,4.026497,5019179116ddf2859f3c057eb88a2a0e
1,2.0,7.47304726,5019179116ddf2859f3c057eb88a2a0e
1,3.0,9.146625,5019179116ddf2859f3c057eb88a2a0e
2,3.0,9.663731,5019179116ddf2859f3c057eb88a2a0e
2,1.0,9.958834,5019179116ddf2859f3c057eb88a2a0e
2,3.0,8.649784,5019179116ddf2859f3c057eb88a2a0e
2,1.0,8.284459,5019179116ddf2859f3c057eb88a2a0e
2,1.0,7.937245,5019179116ddf2859f3c057eb88a2a0e
2,1.0,30.4891357,5019179116ddf2859f3c057eb88a2a0e
2,3.0,12.5933352,5019179116ddf2859f3c057eb88a2a0e
2,2.0,3.860861,5019179116ddf2859f3c057eb88a2a0e
2,1.0,5.36827326,5019179116ddf2859f3c057eb88a2a0e
2,1.0,7.771219,5019179116ddf2859f3c057eb88a2a0e
2,1.0,26.7277088,5019179116ddf2859f3c057eb88a2a0e
2,1.0,8.334744,5019179116ddf2859f3c057eb88a2a0e
2,1.0,30.372898100000004,5019179116ddf2859f3c057eb88a2a0e
2,1.0,6.893136,5019179116ddf2859f3c057eb88a2a0e
2,2.0,57.74686,5019179116ddf2859f3c057eb88a2a0e
2,2.0,67.32401,5019179116ddf2859f3c057eb88a2a0e
2,1.0,8.202189,5019179116ddf2859f3c057eb88a2a0e
2,3.0,45.10368,5019179116ddf2859f3c057eb88a2a0e
2,3.0,7.7547929999999985,5019179116ddf2859f3c057eb88a2a0e
2,2.0,9.7929,5019179116ddf2859f3c057eb88a2a0e
2,3.0,14.1342449,5019179116ddf2859f3c057eb88a2a0e
2,2.0,22.1376667,5019179116ddf2859f3c057eb88a2a0e
2,1.0,36.770607,5019179116ddf2859f3c057eb88a2a0e
2,2.0,8.996894000000003,5019179116ddf2859f3c057eb88a2a0e
2,1.0,7.68883848,5019179116ddf2859f3c057eb88a2a0e
2,3.0,37.3159828,5019179116ddf2859f3c057eb88a2a0e
2,3.0,36.6526642,5019179116ddf2859f3c057eb88a2a0e
2,3.0,62.03844,5019179116ddf2859f3c057eb88a2a0e
2,2.0,11.4001436,5019179116ddf2859f3c057eb88a2a0e
2,3.0,9.312309,5019179116ddf2859f3c057eb88a2a0e
3,1.0,24.9050922,5019179116ddf2859f3c057eb88a2a0e
3,1.0,23.52914,5019179116ddf2859f3c057eb88a2a0e
3,1.0,14.780427,5019179116ddf2859f3c057eb88a2a0e
3,3.0,7.88730049,5019179116ddf2859f3c057eb88a2a0e
3,3.0,18.227354,5019179116ddf2859f3c057eb88a2a0e
3,3.0,57.15001,5019179116ddf2859f3c057eb88a2a0e
3,1.0,25.1366119,5019179116ddf2859f3c057eb88a2a0e
3,3.0,11.168623,5019179116ddf2859f3c057eb88a2a0e
3,3.0,19.337101,5019179116ddf2859f3c057eb88a2a0e
3,2.0,12.5598831,5019179116ddf2859f3c057eb88a2a0e
3,2.0,43.33072,5019179116ddf2859f3c057eb88a2a0e
3,1.0,38.276947,5019179116ddf2859f3c057eb88a2a0e
3,3.0,61.22649770000001,5019179116ddf2859f3c057eb88a2a0e
3,2.0,41.37565,5019179116ddf2859f3c057eb88a2a0e
3,3.0,62.73414,5019179116ddf2859f3c057eb88a2a0e
3,3.0,11.6983023,5019179116ddf2859f3c057eb88a2a0e
3,1.0,44.9880142,5019179116ddf2859f3c057eb88a2a0e
3,1.0,58.14411,5019179116ddf2859f3c057eb88a2a0e
3,1.0,13.5707,5019179116ddf2859f3c057eb88a2a0e
3,3.0,18.22716,5019179116ddf2859f3c057eb88a2a0e
3,1.0,10.3563471,5019179116ddf2859f3c057eb88a2a0e
3,3.0,64.62331,5019179116ddf2859f3c057eb88a2a0e
3,2.0,53.7035065,5019179116ddf2859f3c057eb88a2a0e
3,2.0,23.0985088,5019179116ddf2859f3c057eb88a2a0e
3,3.0,37.0176964,5019179116ddf2859f3c057eb88a2a0e
3,2.0,63.06538000000001,5019179116ddf2859f3c057eb88a2a0e
3,2.0,15.3275356,5019179116ddf2859f3c057eb88a2a0e
3,3.0,10.2399921,5019179116ddf2859f3c057eb88a2a0e
3,2.0,10.8201847,5019179116ddf2859f3c057eb88a2a0e
1,1.0,27.6738529,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,62.18372339999999,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,19.40563,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,23.042085600000004,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,24.265316,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,29.60432,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,17.7691975,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,19.1246185,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,26.64555,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,43.8526764,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,57.4068375,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,12.2001181,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,10.959053,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,13.5872421,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,31.108469,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,47.489193,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,8.496152,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,10.7606888,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,7.570504,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,10.116065,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,17.091479999999994,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,10.5127506,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,10.8929129,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,10.2978745,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,9.107745,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,7.520886999999999,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,10.4631605,ce848a2d7c1c5801ab151f4f6ad18bf5
1,3.0,8.430031,ce848a2d7c1c5801ab151f4f6ad18bf5
1,2.0,10.430109,ce848a2d7c1c5801ab151f4f6ad18bf5
1,1.0,10.7606993,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,14.6982021,ce848a2d7c1c5801ab151f4f6ad18bf5
2,3.0,15.3228559,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,8.000259,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,9.851591,ce848a2d7c1c5801ab151f4f6ad18bf5
2,3.0,11.3392315,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,22.1990871,ce848a2d7c1c5801ab151f4f6ad18bf5
2,2.0,17.1741333,ce848a2d7c1c5801ab151f4f6ad18bf5
2,3.0,18.66179,ce848a2d7c1c5801ab151f4f6ad18bf5
2,2.0,11.620225,ce848a2d7c1c5801ab151f4f6ad18bf5
2,2.0,12.9921789,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,30.0010147,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,9.719333,ce848a2d7c1c5801ab151f4f6ad18bf5
2,2.0,12.380579,ce848a2d7c1c5801ab151f4f6ad18bf5
2,2.0,68.86154,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,11.7190132,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,27.80265,ce848a2d7c1c5801ab151f4f6ad18bf5
2,3.0,12.2815266,ce848a2d7c1c5801ab151f4f6ad18bf5
2,1.0,14.3974857,ce848a2d7c1c5801ab151f4f6ad18bf5
