,0,1,2,3,4,5,6,7,8
0,0.001,0.041,0.068,0.109,0.469,0.312,,,
1,0.024,0.033,0.087,0.111,0.745,,,,
2,0.116,0.062,0.478,0.344,,,,,
3,0.042,0.079,0.121,0.144,0.614,,,,
4,0.022,0.096,0.244,0.25,0.321,0.067,,,
5,0.024,0.05,0.087,0.155,0.684,,,,
6,0.087,0.128,0.624,0.161,,,,,
7,0.089,0.122,0.431,0.358,,,,,
8,0.018,0.072,0.071,0.425,0.32,0.094,,,
9,0.061,0.096,0.073,0.68,0.073,0.017,,,
10,0.054,0.095,0.773,0.049,0.029,,,,
11,0.077,0.048,0.462,0.247,0.166,,,,
12,0.03,0.119,0.088,0.122,0.641,,,,
13,0.018,0.03,0.298,0.403,0.229,0.022,,,
14,0.0,0.013,0.123,0.489,0.137,0.238,,,
15,0.001,0.103,0.108,0.692,0.07,0.026,,,
16,0.015,0.023,0.058,0.226,0.467,0.211,,,
17,0.051,0.262,0.6,0.078,0.002,0.007,,,
18,0.03,0.023,0.088,0.859,,,,,
19,0.134,0.03,0.188,0.64,0.008,,,,
20,0.018,0.871,0.029,0.035,0.047,,,,
21,0.006,0.089,0.166,0.423,0.316,,,,
22,0.059,0.086,0.295,0.519,0.021,0.02,,,
23,0.082,0.062,0.423,0.215,0.207,0.011,,,
24,0.023,0.063,0.816,0.049,0.049,,,,
25,0.027,0.095,0.107,0.045,0.698,0.028,,,
26,0.0,0.096,0.072,0.242,0.58,0.01,,,
27,0.034,0.038,0.765,0.121,0.037,0.005,,,
28,0.009,0.041,0.87,0.034,0.046,,,,
29,0.068,0.079,0.112,0.363,0.378,,,,
30,0.004,0.047,0.792,0.069,0.088,,,,
31,0.06,0.102,0.039,0.226,0.352,0.221,,,
32,0.028,0.049,0.092,0.722,0.109,,,,
33,0.001,0.07,0.224,0.068,0.38,0.257,,,
34,0.015,0.44,0.036,0.053,0.103,0.089,0.261,0.003,
35,0.133,0.011,0.043,0.072,0.401,0.042,0.068,0.23,
36,0.036,0.059,0.087,0.097,0.09,0.386,0.245,,
37,0.009,0.043,0.203,0.45,0.15,0.122,0.021,0.002,
38,0.0,0.117,0.055,0.135,0.147,0.532,0.014,,
39,0.071,0.074,0.052,0.326,0.443,0.006,0.028,,
40,0.002,0.123,0.232,0.166,0.331,0.057,0.017,0.072,
41,0.068,0.163,0.04,0.102,0.046,0.548,0.033,,
42,0.023,0.075,0.062,0.129,0.054,0.046,0.611,,
43,0.003,0.088,0.091,0.171,0.083,0.147,0.417,,
44,0.0,0.004,0.088,0.048,0.091,0.397,0.372,,
45,0.0,0.086,0.152,0.197,0.05,0.196,0.319,,
46,0.145,0.0,0.046,0.065,0.082,0.249,0.413,,
47,0.062,0.039,0.095,0.095,0.127,0.296,0.286,,
48,0.064,0.037,0.069,0.115,0.612,0.06,0.043,,
49,0.004,0.108,0.109,0.104,0.388,0.193,0.094,,
50,0.051,0.028,0.138,0.044,0.329,0.052,0.356,0.002,
51,0.065,0.038,0.057,0.777,0.029,0.013,0.006,0.015,
52,0.018,0.094,0.072,0.126,0.229,0.455,0.006,,
53,0.103,0.272,0.006,0.099,0.003,0.514,0.003,,
54,0.055,0.076,0.025,0.111,0.109,0.599,0.025,,
55,0.036,0.025,0.123,0.039,0.122,0.123,0.52,0.012,
56,0.0,0.019,0.056,0.171,0.165,0.471,0.118,,
57,0.0,0.046,0.043,0.179,0.136,0.579,0.017,,
58,0.069,0.038,0.143,0.262,0.24,0.094,0.049,0.105,
59,0.034,0.078,0.055,0.186,0.095,0.336,0.216,,
60,0.095,0.015,0.077,0.091,0.051,0.484,0.174,0.013,
61,0.007,0.052,0.142,0.138,0.1,0.34,0.221,,
