,0,1,2,3,4,5,6,7,8
58,0.0,0.0,0.0,0.0,0.0,0.0,0.968,0.032,
59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
63,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
64,0.0,0.0,0.0,0.0,0.0,0.0,0.474,0.0,0.526
65,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.986
66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.164,0.0,0.836
68,0.0,0.0,0.0,0.0,0.0,0.0,0.894,0.0,0.106
69,0.0,0.0,0.0,0.0,0.0,0.0,0.522,0.0,0.478
70,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.998
71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.988,0.0,0.012
73,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.992
74,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.988
75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.982
77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.988,0.0,0.012
79,0.0,0.0,0.0,0.0,0.0,0.0,0.772,0.0,0.228
80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.982,0.0,0.018
82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.994
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.932,0.0,0.068
86,0.0,0.0,0.0,0.0,0.0,0.0,0.972,0.0,0.028
87,0.0,0.0,0.0,0.0,0.0,0.0,0.656,0.0,0.344
88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.998,0.0,0.002
90,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.65
91,0.0,0.0,0.0,0.0,0.0,0.0,0.926,0.0,0.074
92,0.0,0.0,0.0,0.0,0.0,0.0,0.986,0.0,0.014
93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
