,0,1,2,3,4,5,6,7,8
0,0.0,0.002,0.0,0.0,0.66,0.338,,,
1,0.0,0.002,0.0,0.0,0.998,,,,
2,0.0,0.01,0.001,0.989,,,,,
3,0.0,0.002,0.0,0.0,0.998,,,,
4,0.0,0.026,0.0,0.0,0.874,0.1,,,
5,0.0,0.0,0.0,0.0,1.0,,,,
6,0.003,0.009,0.001,0.987,,,,,
7,0.002,0.001,0.0,0.997,,,,,
8,0.0,0.004,0.0,0.0,0.968,0.028,,,
9,0.0,0.028,0.0,0.0,0.028,0.944,,,
10,0.0,0.024,0.004,0.0,0.972,,,,
11,0.0,0.012,0.0,0.0,0.988,,,,
12,0.0,0.002,0.0,0.0,0.998,,,,
13,0.0,0.018,0.004,0.0,0.974,0.004,,,
14,0.0,0.0,0.002,0.0,0.012,0.986,,,
15,0.0,0.002,0.0,0.0,0.002,0.996,,,
16,0.0,0.014,0.002,0.0,0.972,0.012,,,
17,0.0,0.022,0.0,0.0,0.0,0.978,,,
18,0.0,0.001,0.0,0.999,,,,,
19,0.002,0.018,0.0,0.0,0.98,,,,
20,0.0,0.028,0.0,0.0,0.972,,,,
21,0.0,0.004,0.0,0.0,0.996,,,,
22,0.0,0.008,0.0,0.0,0.018,0.974,,,
23,0.002,0.026,0.004,0.0,0.968,0.0,,,
24,0.002,0.032,0.0,0.0,0.966,,,,
25,0.0,0.036,0.002,0.0,0.862,0.1,,,
26,0.0,0.0,0.0,0.0,0.002,0.998,,,
27,0.0,0.026,0.0,0.0,0.974,0.0,,,
28,0.0,0.02,0.002,0.0,0.978,,,,
29,0.0,0.014,0.0,0.0,0.986,,,,
30,0.0,0.012,0.0,0.0,0.988,,,,
31,0.002,0.012,0.0,0.0,0.976,0.01,,,
32,0.0,0.002,0.0,0.0,0.998,,,,
33,0.0,0.004,0.0,0.0,0.514,0.482,,,
34,0.0,0.006,0.0,0.0,0.032,0.032,0.002,0.928,
35,0.0,0.0,0.0,0.0,0.5,0.004,0.0,0.496,
36,0.004,0.0,0.0,0.0,0.016,0.02,0.96,,
37,0.0,0.006,0.002,0.0,0.478,0.042,0.0,0.472,
38,0.0,0.0,0.002,0.0,0.97,0.028,0.0,,
39,0.006,0.0,0.0,0.0,0.964,0.022,0.008,,
40,0.0,0.004,0.002,0.0,0.964,0.024,0.0,0.006,
41,0.002,0.002,0.0,0.0,0.964,0.032,0.0,,
42,0.0,0.0,0.0,0.0,0.0,0.014,0.986,,
43,0.0,0.002,0.0,0.0,0.196,0.006,0.796,,
44,0.0,0.0,0.0,0.0,0.004,0.026,0.97,,
45,0.0,0.0,0.0,0.0,0.95,0.026,0.024,,
46,0.004,0.0,0.002,0.0,0.842,0.02,0.132,,
47,0.002,0.004,0.0,0.0,0.32,0.02,0.654,,
48,0.0,0.01,0.0,0.0,0.94,0.028,0.022,,
49,0.0,0.006,0.0,0.0,0.96,0.022,0.012,,
50,0.002,0.0,0.0,0.0,0.966,0.03,0.002,0.0,
51,0.0,0.016,0.0,0.0,0.346,0.014,0.0,0.624,
52,0.0,0.0,0.0,0.0,0.478,0.036,0.486,,
53,0.004,0.012,0.0,0.0,0.938,0.046,0.0,,
54,0.0,0.004,0.0,0.0,0.976,0.02,0.0,,
55,0.0,0.0,0.0,0.0,0.948,0.05,0.0,0.002,
56,0.0,0.0,0.0,0.0,0.012,0.038,0.95,,
57,0.0,0.004,0.0,0.0,0.842,0.028,0.126,,
58,0.0,0.0,0.002,0.0,0.55,0.004,0.0,0.444,
59,0.0,0.0,0.0,0.0,0.974,0.026,0.0,,
60,0.0,0.0,0.0,0.0,0.932,0.064,0.002,0.002,
