,0,1,2,3,4,5,6,7,8
0,0.006,0.118,0.272,0.21,0.204,0.19,,,
1,0.106,0.106,0.232,0.224,0.332,,,,
2,0.493,0.15,0.217,0.14,,,,,
3,0.222,0.312,0.22,0.064,0.182,,,,
4,0.106,0.382,0.274,0.09,0.12,0.028,,,
5,0.132,0.184,0.228,0.168,0.288,,,,
6,0.407,0.28,0.189,0.124,,,,,
7,0.413,0.31,0.136,0.141,,,,,
8,0.064,0.272,0.222,0.126,0.15,0.166,,,
9,0.252,0.376,0.118,0.128,0.082,0.044,,,
10,0.284,0.434,0.088,0.062,0.132,,,,
11,0.358,0.15,0.244,0.102,0.146,,,,
12,0.138,0.428,0.16,0.068,0.206,,,,
13,0.054,0.184,0.19,0.19,0.24,0.142,,,
14,0.0,0.054,0.428,0.188,0.176,0.154,,,
15,0.004,0.352,0.27,0.128,0.116,0.13,,,
16,0.076,0.238,0.322,0.188,0.154,0.022,,,
17,0.21,0.194,0.326,0.12,0.028,0.122,,,
18,0.175,0.145,0.247,0.433,,,,,
19,0.588,0.136,0.134,0.018,0.124,,,,
20,0.086,0.484,0.12,0.078,0.232,,,,
21,0.014,0.234,0.386,0.134,0.232,,,,
22,0.332,0.228,0.198,0.06,0.056,0.126,,,
23,0.404,0.184,0.18,0.082,0.114,0.036,,,
24,0.14,0.36,0.308,0.042,0.15,,,,
25,0.124,0.298,0.278,0.082,0.152,0.066,,,
26,0.0,0.38,0.2,0.184,0.088,0.148,,,
27,0.096,0.222,0.472,0.08,0.114,0.016,,,
28,0.038,0.22,0.418,0.096,0.228,,,,
29,0.348,0.278,0.192,0.076,0.106,,,,
30,0.016,0.278,0.356,0.098,0.252,,,,
31,0.232,0.352,0.084,0.096,0.162,0.074,,,
32,0.142,0.202,0.254,0.188,0.214,,,,
33,0.012,0.35,0.378,0.082,0.084,0.094,,,
34,0.052,0.238,0.146,0.186,0.206,0.088,0.046,0.038,
35,0.646,0.006,0.07,0.074,0.102,0.036,0.044,0.022,
36,0.15,0.25,0.22,0.132,0.106,0.098,0.044,,
37,0.034,0.266,0.214,0.196,0.142,0.064,0.058,0.026,
38,0.0,0.402,0.14,0.164,0.14,0.144,0.01,,
39,0.284,0.126,0.186,0.12,0.174,0.064,0.046,,
40,0.0,0.294,0.23,0.138,0.196,0.07,0.052,0.02,
41,0.378,0.338,0.108,0.044,0.068,0.05,0.014,,
42,0.136,0.194,0.164,0.184,0.078,0.136,0.108,,
43,0.024,0.318,0.308,0.092,0.116,0.102,0.04,,
44,0.0,0.012,0.222,0.184,0.234,0.206,0.142,,
45,0.0,0.404,0.212,0.1,0.108,0.126,0.05,,
46,0.588,0.0,0.088,0.074,0.104,0.092,0.054,,
47,0.278,0.118,0.244,0.094,0.108,0.114,0.044,,
48,0.284,0.246,0.188,0.086,0.1,0.074,0.022,,
49,0.022,0.398,0.272,0.12,0.09,0.072,0.026,,
50,0.244,0.12,0.226,0.1,0.158,0.076,0.07,0.006,
51,0.266,0.272,0.098,0.128,0.102,0.036,0.058,0.04,
52,0.092,0.296,0.25,0.142,0.104,0.1,0.016,,
53,0.446,0.184,0.066,0.134,0.008,0.158,0.004,,
54,0.232,0.108,0.172,0.254,0.14,0.064,0.03,,
55,0.17,0.096,0.246,0.118,0.148,0.134,0.074,0.014,
56,0.0,0.118,0.23,0.292,0.156,0.128,0.076,,
57,0.0,0.266,0.22,0.248,0.17,0.072,0.024,,
58,0.26,0.152,0.208,0.13,0.148,0.056,0.028,0.018,
59,0.116,0.3,0.184,0.15,0.124,0.114,0.012,,
60,0.4,0.084,0.066,0.09,0.098,0.164,0.076,0.022,
61,0.086,0.3,0.284,0.124,0.098,0.092,0.016,,
62,0.35,0.174,0.124,0.102,0.166,0.058,0.026,,
63,0.034,0.168,0.224,0.188,0.172,0.126,0.088,,
64,0.0,0.536,0.038,0.08,0.098,0.082,0.09,0.046,0.03
65,0.122,0.042,0.268,0.156,0.17,0.084,0.1,0.046,0.012
66,0.106,0.42,0.1,0.054,0.092,0.116,0.058,0.04,0.014
67,0.182,0.244,0.272,0.074,0.102,0.072,0.032,0.016,0.006
68,0.016,0.274,0.1,0.174,0.188,0.026,0.112,0.094,0.016
69,0.0,0.022,0.266,0.22,0.152,0.172,0.1,0.042,0.026
70,0.002,0.248,0.336,0.128,0.08,0.088,0.04,0.042,0.036
71,0.0,0.09,0.166,0.268,0.25,0.162,0.048,0.014,0.002
72,0.384,0.302,0.052,0.042,0.124,0.038,0.036,0.018,0.004
73,0.244,0.32,0.228,0.056,0.02,0.046,0.066,0.002,0.018
74,0.598,0.086,0.096,0.008,0.03,0.088,0.048,0.02,0.026
75,0.34,0.076,0.228,0.082,0.138,0.068,0.028,0.026,0.014
76,0.546,0.208,0.038,0.03,0.086,0.05,0.018,0.01,0.014
77,0.382,0.294,0.082,0.044,0.09,0.056,0.04,0.004,0.008
78,0.228,0.248,0.116,0.124,0.11,0.146,0.02,0.004,0.004
79,0.048,0.426,0.162,0.082,0.084,0.082,0.06,0.048,0.008
80,0.252,0.064,0.11,0.164,0.214,0.082,0.09,0.018,0.006
81,0.47,0.002,0.074,0.112,0.194,0.066,0.03,0.048,0.004
82,0.0,0.126,0.264,0.252,0.13,0.142,0.066,0.02,0.0
83,0.074,0.128,0.364,0.05,0.148,0.03,0.118,0.022,0.066
84,0.06,0.19,0.282,0.21,0.106,0.044,0.048,0.02,0.04
85,0.028,0.186,0.198,0.2,0.17,0.104,0.054,0.036,0.024
86,0.0,0.152,0.33,0.16,0.156,0.122,0.054,0.022,0.004
87,0.106,0.166,0.366,0.108,0.134,0.044,0.034,0.014,0.028
88,0.204,0.358,0.174,0.062,0.096,0.072,0.02,0.014,0.0
89,0.2,0.092,0.05,0.196,0.112,0.168,0.104,0.064,0.014
90,0.0,0.0,0.118,0.27,0.254,0.154,0.09,0.07,0.044
91,0.0,0.132,0.134,0.244,0.298,0.076,0.048,0.04,0.028
92,0.08,0.236,0.214,0.178,0.182,0.074,0.032,0.004,0.0
93,0.054,0.408,0.114,0.09,0.126,0.124,0.064,0.018,0.002
